id,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
137,23,88.21,66.81,2.02,99.0,5.75,4.35,69.57,34.78,8.7,4.35,4.35,0.0,0.0,0.0,0.0,4.35,13.04,4.35,8.7,0.0,4.35,0.0,8.7,8.7,4.35,0.0,0.0,0.0,17.39,17.39,0.0,0.0,0.0,0.0,8.7,0.0,4.35,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,4.35,4.35,4.35,0.0,0.0,0.0,0.0,13.04,4.35,4.35,4.35,8.7,0.0,0.0,8.7,0.0,4.35,0.0,4.35,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.74,17.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0
138,20,87.27,15.86,99.0,1.0,20.0,5.0,85.0,55.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,10.0,10.0,0.0,10.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,0.0,35.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
139,71,57.48,4.57,41.55,77.59,23.67,18.31,64.79,47.89,18.31,11.27,9.86,0.0,0.0,0.0,1.41,7.04,2.82,14.08,5.63,4.23,2.82,4.23,12.68,1.41,1.41,2.82,14.08,0.0,2.82,2.82,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,12.68,1.41,1.41,4.23,2.82,0.0,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82,0.0,1.41,1.41,0.0,0.0,5.63,4.23,1.41,8.45,0.0,5.63,2.82,1.41,0.0,0.0,1.41,0.0,0.0,1.41,0.0,0.0,0.0,1.41,0.0,28.17,4.23,1.41,0.0,4.23,0.0,0.0,0.0,0.0,2.82,2.82,12.68
140,158,76.66,35.19,25.71,61.78,14.36,15.19,70.89,50.0,17.72,9.49,7.59,0.0,1.9,0.0,0.0,8.23,7.59,13.29,6.33,3.8,2.53,1.27,9.49,1.9,0.0,1.9,6.33,1.9,1.9,1.9,0.0,0.0,0.0,0.0,5.06,0.0,0.0,0.63,0.0,10.76,0.0,5.7,1.9,0.63,0.63,1.9,1.9,1.27,0.63,0.0,0.63,0.0,0.0,0.0,0.0,3.16,0.63,0.63,0.63,1.27,0.0,0.0,9.49,0.63,9.49,1.9,3.16,4.43,0.63,3.8,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.15,8.23,4.43,0.63,0.0,1.27,0.0,0.63,1.27,2.53,1.27,1.9
141,22,44.96,8.65,31.94,94.75,7.33,13.64,77.27,45.45,22.73,13.64,13.64,0.0,0.0,0.0,0.0,9.09,0.0,13.64,0.0,4.55,9.09,0.0,9.09,9.09,4.55,0.0,0.0,0.0,4.55,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,0.0,9.09,0.0,4.55,0.0,4.55,9.09,4.55,9.09,4.55,4.55,0.0,9.09,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.82,9.09,4.55,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0
142,21,55.4,82.96,89.63,99.0,7.0,9.52,80.95,42.86,19.05,9.52,4.76,4.76,0.0,0.0,0.0,9.52,0.0,14.29,9.52,4.76,0.0,0.0,14.29,4.76,0.0,0.0,0.0,4.76,9.52,9.52,0.0,0.0,0.0,0.0,9.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,14.29,9.52,0.0,0.0,4.76,0.0,0.0,9.52,0.0,23.81,4.76,14.29,4.76,4.76,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.05,19.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,39,87.08,22.08,46.75,25.77,13.0,5.13,89.74,58.97,15.38,5.13,5.13,0.0,0.0,0.0,0.0,10.26,12.82,15.38,5.13,2.56,7.69,2.56,23.08,2.56,2.56,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,17.95,2.56,7.69,2.56,5.13,0.0,2.56,2.56,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,12.82,0.0,2.56,2.56,7.69,0.0,5.13,17.95,0.0,12.82,0.0,10.26,2.56,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.82,7.69,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,61,93.26,37.15,52.08,83.88,20.33,14.75,72.13,52.46,9.84,4.92,3.28,0.0,1.64,0.0,0.0,4.92,14.75,11.48,6.56,1.64,6.56,1.64,9.84,3.28,0.0,0.0,4.92,0.0,3.28,3.28,0.0,0.0,0.0,0.0,3.28,0.0,0.0,0.0,1.64,9.84,0.0,0.0,1.64,1.64,3.28,3.28,1.64,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,3.28,0.0,1.64,0.0,1.64,0.0,0.0,8.2,1.64,16.39,1.64,11.48,3.28,3.28,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,4.92,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56,1.64
145,41,67.4,11.14,25.63,3.09,10.25,7.32,68.29,53.66,21.95,14.63,12.2,0.0,0.0,0.0,2.44,7.32,4.88,14.63,2.44,4.88,2.44,2.44,9.76,2.44,0.0,0.0,12.2,2.44,2.44,0.0,2.44,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,4.88,0.0,2.44,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,2.44,0.0,7.32,2.44,7.32,4.88,0.0,4.88,0.0,4.88,0.0,2.44,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.51,7.32,0.0,0.0,2.44,2.44,0.0,0.0,0.0,0.0,0.0,7.32
146,20,66.46,97.69,15.86,25.77,10.0,20.0,75.0,45.0,25.0,10.0,0.0,0.0,10.0,0.0,0.0,15.0,5.0,10.0,0.0,0.0,5.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,10.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,15.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,22,69.94,8.65,11.0,94.75,11.0,0.0,90.91,50.0,9.09,4.55,4.55,0.0,0.0,0.0,0.0,4.55,4.55,18.18,9.09,4.55,9.09,4.55,18.18,9.09,9.09,0.0,13.64,4.55,4.55,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,0.0,0.0,4.55,4.55,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,4.55,0.0,0.0,4.55,13.64,0.0,9.09,0.0,9.09,0.0,4.55,4.55,0.0,13.64,0.0,0.0,4.55,0.0,0.0,0.0,4.55,0.0,31.82,9.09,4.55,0.0,0.0,0.0,0.0,4.55,0.0,4.55,0.0,9.09
148,30,62.04,36.95,65.14,25.77,15.0,13.33,76.67,40.0,16.67,13.33,13.33,0.0,0.0,0.0,0.0,3.33,3.33,10.0,3.33,6.67,3.33,0.0,3.33,10.0,0.0,0.0,10.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.33,0.0,3.33,6.67,6.67,0.0,3.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67
149,134,77.34,20.59,94.49,39.08,26.8,14.93,80.6,49.25,14.93,5.97,4.48,1.49,0.0,0.0,0.0,8.96,8.96,11.94,5.22,3.73,5.97,1.49,12.69,6.72,2.24,0.75,0.0,0.75,5.22,2.99,2.24,0.0,0.0,1.49,2.99,0.0,0.0,0.75,0.75,15.67,0.0,4.48,2.24,3.73,0.75,6.72,1.49,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.21,1.49,2.99,2.99,1.49,1.49,5.22,4.48,0.75,21.64,2.24,15.67,3.73,2.24,1.49,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.46,3.73,2.24,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0
150,20,52.71,50.0,1.0,99.0,6.67,40.0,80.0,45.0,20.0,5.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,5.0,0.0,10.0,0.0,5.0,15.0,5.0,0.0,0.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,25.0,0.0,10.0,10.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,47,85.1,26.16,25.35,99.0,15.67,12.77,82.98,46.81,17.02,6.38,6.38,0.0,0.0,0.0,0.0,10.64,8.51,12.77,8.51,0.0,2.13,0.0,14.89,4.26,0.0,4.26,6.38,2.13,6.38,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51,0.0,6.38,0.0,2.13,0.0,0.0,2.13,0.0,2.13,0.0,4.26,0.0,4.26,0.0,0.0,6.38,0.0,0.0,2.13,4.26,0.0,2.13,12.77,0.0,10.64,4.26,4.26,0.0,4.26,2.13,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.02,6.38,4.26,0.0,0.0,0.0,0.0,4.26,0.0,2.13,0.0,0.0
152,111,20.61,3.61,87.58,97.99,55.5,14.41,92.79,63.06,18.02,11.71,9.01,0.0,0.0,0.0,2.7,6.31,3.6,14.41,9.91,5.41,11.71,5.41,18.92,3.6,2.7,3.6,0.9,1.8,5.41,5.41,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.9,0.9,18.92,6.31,1.8,3.6,3.6,0.0,8.11,0.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,6.31,0.0,1.8,2.7,3.6,0.0,2.7,16.22,0.0,8.11,0.0,6.31,1.8,2.7,0.9,0.0,7.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.91,1.8,5.41,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0
153,24,3.8,1.89,74.76,92.4,6.0,16.67,95.83,62.5,25.0,8.33,8.33,0.0,0.0,0.0,0.0,16.67,8.33,4.17,8.33,8.33,12.5,4.17,25.0,4.17,0.0,0.0,0.0,0.0,4.17,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,4.17,4.17,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,4.17,4.17,4.17,0.0,12.5,8.33,0.0,12.5,0.0,4.17,8.33,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.17,25.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,166,79.05,40.48,38.69,71.06,13.83,12.05,90.36,49.4,14.46,10.24,6.63,0.0,1.81,0.0,1.81,4.22,10.84,10.84,9.04,2.41,4.82,0.6,17.47,4.82,1.81,0.0,1.2,1.81,6.02,4.22,1.81,0.0,1.2,0.6,6.63,0.6,0.0,0.0,0.0,12.05,0.0,3.01,0.6,3.61,2.41,3.01,13.25,2.41,10.24,0.6,1.2,0.6,0.6,0.0,0.0,7.83,0.6,3.01,1.2,4.22,0.6,1.2,16.87,0.6,10.24,1.2,4.82,4.22,4.22,6.63,0.0,1.2,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,12.65,7.23,2.41,0.0,0.0,0.0,0.0,0.0,0.0,3.01,0.0,0.0
155,126,70.3,23.75,63.15,70.57,11.45,21.43,76.19,48.41,11.9,3.97,3.17,0.0,0.0,0.79,0.0,7.94,4.76,13.49,10.32,1.59,4.76,3.17,15.08,3.17,2.38,0.79,2.38,3.17,5.56,3.97,1.59,0.0,0.0,0.79,3.97,0.0,0.0,0.0,0.79,13.49,3.17,4.76,0.79,2.38,0.0,4.76,2.38,0.0,1.59,0.79,0.0,0.0,0.0,0.0,0.0,8.73,0.79,3.97,3.17,1.59,1.59,5.56,7.94,0.0,13.49,0.0,10.32,3.17,5.56,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.87,6.35,4.76,0.0,0.0,0.0,2.38,1.59,0.0,0.0,0.0,0.79
156,62,49.95,62.65,49.78,25.77,15.5,9.68,79.03,51.61,19.35,11.29,4.84,0.0,6.45,0.0,0.0,8.06,4.84,11.29,3.23,6.45,8.06,0.0,11.29,3.23,1.61,1.61,0.0,0.0,3.23,1.61,1.61,0.0,0.0,0.0,6.45,0.0,0.0,0.0,0.0,9.68,0.0,4.84,0.0,1.61,0.0,4.84,4.84,0.0,4.84,0.0,0.0,0.0,0.0,0.0,0.0,8.06,0.0,1.61,3.23,3.23,0.0,3.23,9.68,0.0,11.29,3.23,6.45,1.61,1.61,4.84,1.61,1.61,0.0,0.0,1.61,0.0,1.61,0.0,0.0,0.0,20.97,9.68,4.84,0.0,0.0,0.0,3.23,0.0,0.0,0.0,3.23,0.0
157,35,86.18,19.58,89.63,78.19,17.5,14.29,82.86,54.29,20.0,11.43,8.57,0.0,2.86,0.0,0.0,8.57,5.71,20.0,2.86,0.0,5.71,2.86,11.43,2.86,2.86,0.0,0.0,2.86,2.86,2.86,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,8.57,0.0,5.71,0.0,0.0,0.0,2.86,2.86,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,5.71,0.0,0.0,2.86,2.86,0.0,2.86,8.57,0.0,17.14,2.86,8.57,5.71,2.86,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14,5.71,5.71,0.0,0.0,0.0,2.86,0.0,0.0,2.86,0.0,0.0
159,76,94.39,65.36,33.36,50.32,15.2,9.21,77.63,52.63,10.53,5.26,1.32,0.0,3.95,0.0,0.0,5.26,11.84,15.79,2.63,3.95,9.21,0.0,10.53,1.32,1.32,0.0,9.21,1.32,3.95,2.63,1.32,0.0,0.0,0.0,3.95,0.0,0.0,0.0,0.0,10.53,1.32,1.32,2.63,7.89,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21,0.0,3.95,1.32,2.63,1.32,2.63,6.58,1.32,15.79,1.32,7.89,6.58,1.32,1.32,0.0,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.42,5.26,5.26,0.0,1.32,0.0,1.32,0.0,0.0,0.0,0.0,5.26
160,90,86.43,28.91,23.51,11.41,22.5,17.78,73.33,46.67,12.22,4.44,4.44,0.0,0.0,0.0,0.0,7.78,5.56,16.67,11.11,2.22,2.22,0.0,14.44,4.44,4.44,1.11,0.0,5.56,1.11,0.0,1.11,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,7.78,0.0,1.11,1.11,3.33,1.11,1.11,3.33,0.0,2.22,1.11,1.11,0.0,1.11,0.0,0.0,3.33,0.0,2.22,1.11,0.0,0.0,5.56,11.11,0.0,12.22,1.11,6.67,4.44,1.11,2.22,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,6.67,8.89,0.0,0.0,0.0,0.0,0.0,0.0,3.33,2.22,1.11
161,29,50.74,8.4,86.38,25.77,14.5,24.14,75.86,55.17,17.24,10.34,10.34,0.0,0.0,0.0,0.0,6.9,10.34,10.34,10.34,3.45,6.9,3.45,17.24,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,3.45,0.0,0.0,10.34,3.45,0.0,0.0,3.45,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,3.45,0.0,3.45,0.0,6.9,6.9,0.0,10.34,0.0,6.9,3.45,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,3.45,0.0,0.0,0.0,0.0,3.45,0.0,0.0,6.9,0.0,0.0
162,63,72.21,21.36,37.24,99.0,63.0,9.52,87.3,50.79,14.29,6.35,4.76,0.0,0.0,0.0,1.59,7.94,7.94,12.7,6.35,4.76,3.17,4.76,11.11,15.87,9.52,0.0,0.0,9.52,6.35,6.35,0.0,0.0,0.0,0.0,3.17,0.0,0.0,0.0,0.0,9.52,1.59,3.17,0.0,0.0,4.76,1.59,3.17,0.0,1.59,1.59,0.0,0.0,0.0,0.0,0.0,6.35,0.0,3.17,0.0,4.76,0.0,3.17,9.52,1.59,11.11,1.59,3.17,6.35,1.59,1.59,0.0,3.17,0.0,0.0,1.59,0.0,0.0,0.0,1.59,0.0,14.29,1.59,11.11,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0
163,22,7.71,8.65,96.4,94.75,11.0,13.64,86.36,59.09,36.36,13.64,13.64,0.0,0.0,0.0,0.0,22.73,0.0,9.09,4.55,4.55,4.55,0.0,13.64,13.64,9.09,0.0,0.0,0.0,4.55,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,4.55,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,4.55,9.09,18.18,0.0,4.55,13.64,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.82,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0
164,23,24.89,98.44,1.0,25.77,7.67,17.39,91.3,65.22,30.43,8.7,0.0,0.0,8.7,0.0,0.0,21.74,8.7,8.7,17.39,0.0,0.0,0.0,26.09,0.0,4.35,4.35,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,13.04,0.0,4.35,0.0,0.0,13.04,0.0,0.0,4.35,4.35,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,13.04,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,4.35,0.0,4.35,0.0,0.0,0.0,26.09,8.7,4.35,0.0,0.0,8.7,0.0,4.35,0.0,0.0,0.0,0.0
166,32,47.36,26.6,74.76,25.77,32.0,9.38,81.25,56.25,15.62,9.38,6.25,0.0,3.12,0.0,0.0,6.25,9.38,9.38,9.38,0.0,12.5,3.12,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,9.38,3.12,3.12,0.0,0.0,0.0,3.12,6.25,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,3.12,3.12,0.0,6.25,12.5,0.0,12.5,3.12,9.38,0.0,3.12,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,6.25,3.12,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0
167,20,66.46,30.86,93.3,25.77,5.0,15.0,85.0,40.0,20.0,5.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,5.0,5.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,25.0,0.0,10.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,5.0,20.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
168,35,60.73,19.58,62.17,78.19,17.5,5.71,80.0,54.29,14.29,11.43,8.57,0.0,0.0,0.0,2.86,2.86,11.43,8.57,5.71,5.71,8.57,2.86,11.43,8.57,2.86,2.86,5.71,8.57,2.86,2.86,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,5.71,2.86,0.0,2.86,0.0,0.0,0.0,5.71,0.0,2.86,2.86,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,2.86,0.0,2.86,8.57,0.0,14.29,2.86,8.57,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71,5.71,2.86,0.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,11.43
169,24,99.0,50.0,1.0,99.0,12.0,4.17,79.17,45.83,4.17,0.0,0.0,0.0,0.0,0.0,0.0,4.17,16.67,20.83,4.17,0.0,4.17,0.0,12.5,4.17,4.17,0.0,0.0,4.17,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,4.17,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,4.17,0.0,0.0,12.5,0.0,4.17,0.0,4.17,0.0,4.17,4.17,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,8.33,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,47,6.15,6.83,25.35,99.0,23.5,6.38,93.62,55.32,14.89,6.38,6.38,0.0,0.0,0.0,0.0,8.51,4.26,4.26,12.77,10.64,8.51,4.26,25.53,10.64,2.13,4.26,0.0,2.13,19.15,17.02,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.02,2.13,6.38,2.13,0.0,2.13,4.26,8.51,4.26,2.13,2.13,2.13,0.0,0.0,0.0,2.13,8.51,0.0,2.13,0.0,6.38,2.13,10.64,12.77,2.13,6.38,2.13,0.0,4.26,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.91,0.0,23.4,0.0,0.0,0.0,2.13,0.0,0.0,2.13,4.26,0.0
171,42,55.4,23.75,52.86,25.77,21.0,9.52,78.57,57.14,19.05,9.52,7.14,0.0,0.0,0.0,2.38,9.52,9.52,9.52,9.52,2.38,7.14,0.0,14.29,7.14,4.76,0.0,9.52,2.38,4.76,2.38,2.38,0.0,0.0,2.38,4.76,0.0,0.0,0.0,0.0,9.52,2.38,4.76,0.0,0.0,0.0,4.76,2.38,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,2.38,0.0,4.76,7.14,0.0,7.14,0.0,4.76,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,14.29,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,49,94.97,84.63,46.05,25.77,24.5,6.12,81.63,57.14,14.29,8.16,0.0,6.12,0.0,2.04,0.0,6.12,8.16,22.45,4.08,2.04,6.12,2.04,16.33,2.04,0.0,0.0,0.0,0.0,4.08,2.04,2.04,0.0,0.0,2.04,10.2,2.04,0.0,0.0,4.08,10.2,4.08,2.04,0.0,2.04,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,6.12,2.04,2.04,0.0,0.0,6.12,10.2,0.0,14.29,4.08,8.16,2.04,4.08,2.04,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.37,4.08,6.12,0.0,0.0,0.0,0.0,2.04,0.0,4.08,0.0,2.04
173,190,54.21,33.68,46.84,74.74,21.11,18.42,81.05,50.53,12.63,6.84,5.26,0.53,0.0,0.0,1.05,5.79,7.89,12.11,7.37,6.32,10.0,3.16,13.68,5.79,5.26,4.21,1.58,5.26,5.26,3.68,1.05,0.53,0.0,0.53,5.26,0.0,0.0,0.0,0.0,9.47,2.11,2.11,1.05,1.58,2.11,1.58,3.16,1.05,1.58,0.53,0.0,0.0,0.0,0.0,0.0,6.32,1.05,1.58,2.63,1.05,0.0,2.63,8.95,0.53,12.63,1.05,4.74,6.84,2.11,2.63,0.0,2.11,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.74,4.74,6.84,0.0,0.0,0.53,0.0,3.16,1.05,5.26,3.16,0.0
174,83,47.9,72.65,2.93,71.06,20.75,9.64,78.31,55.42,18.07,8.43,2.41,6.02,0.0,0.0,0.0,9.64,9.64,8.43,8.43,4.82,6.02,2.41,18.07,2.41,1.2,1.2,1.2,0.0,2.41,2.41,0.0,0.0,0.0,0.0,8.43,1.2,0.0,0.0,1.2,13.25,1.2,4.82,4.82,2.41,0.0,3.61,2.41,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,7.23,6.02,1.2,0.0,0.0,0.0,6.02,6.02,2.41,7.23,1.2,3.61,2.41,0.0,1.2,0.0,2.41,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,6.02,4.82,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0
